customer_id,sales,units,orders,unique_products_bought,unique_payments_used,unique_categories_bought,aov,aur,upt,category_a_sales,category_b_sales,category_c_sales,category_d_sales,category_e_sales,category_a_units,category_b_units,category_c_units,category_d_units,category_e_units,payment_cash,payment_credit,payment_debit,payment_gc,payment_others,email_subscribed_x,omni_shopper_x,age,hh_income,omni_shopper_y,email_subscribed_y,cluster,pca1,pca2
13,17635,52,20,15,5,4,881.75,339.13461538461536,2.6,0.4227388715622342,0.0652112276722427,0.1774879500992345,0.3345619506662886,0.0,0.3653846153846153,0.173076923076923,0.2307692307692307,0.2307692307692307,0.0,0.068046498440601,0.4539268500141764,0.2908987808335696,0.0935639353558264,0.0935639353558264,1,0,35,135000,0,1,1,2.9924797633400875,-1.3964761673852617
14,4465,18,9,9,3,5,496.1111111111111,248.05555555555557,2.0,0.4031354983202687,0.141097424412094,0.1623740201567749,0.2687569988801792,0.024636058230683,0.2777777777777778,0.2777777777777778,0.1666666666666666,0.1666666666666666,0.1111111111111111,0.0,0.8152295632698768,0.0615901455767077,0.1231802911534154,0.0,0,0,28,213000,0,0,0,0.1463527623789152,-1.4772849398499879
15,5120,17,9,7,3,4,568.8888888888889,301.1764705882353,1.8888888888888888,0.3125,0.126953125,0.169921875,0.390625,0.0,0.2352941176470588,0.2941176470588235,0.1764705882352941,0.2941176470588235,0.0,0.0,0.62109375,0.208984375,0.169921875,0.0,0,0,34,234000,0,0,0,0.1992252748794147,-1.059320209450586
16,2860,13,7,7,3,4,408.57142857142856,220.0,1.8571428571428568,0.6748251748251748,0.0419580419580419,0.0,0.1923076923076923,0.0909090909090909,0.4615384615384615,0.0769230769230769,0.0,0.0769230769230769,0.3846153846153846,0.0,0.7692307692307693,0.1923076923076923,0.0384615384615384,0.0,0,0,40,931000,0,0,0,-0.7722492604381561,0.3788552913517632
17,1810,8,4,4,3,3,452.5,226.25,2.0,0.0,0.2541436464088398,0.2486187845303867,0.4972375690607735,0.0,0.0,0.5,0.25,0.25,0.0,0.1657458563535911,0.0,0.4972375690607735,0.3370165745856354,0.0,1,1,25,672000,1,1,0,-2.035500647007426,-0.7538928908225433
18,1365,6,3,3,1,2,455.0,227.5,2.0,0.8241758241758241,0.1758241758241758,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1,29,763000,1,1,0,-2.735525153868088,-0.43844335945596297
19,14065,47,21,16,3,5,669.7619047619048,299.25531914893617,2.238095238095238,0.3832207607536438,0.0383931745467472,0.1724137931034483,0.3732669747600426,0.032705296836118,0.2978723404255319,0.0851063829787234,0.2127659574468085,0.2340425531914893,0.1702127659574468,0.0,0.6032705296836118,0.2794169925346605,0.1173124777817277,0.0,0,0,39,207000,0,0,1,2.758080743929095,-0.8302871576787769
20,1225,3,3,3,2,2,408.3333333333333,408.3333333333333,1.0,0.0,0.0,0.2244897959183673,0.7755102040816326,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2244897959183673,0.7755102040816326,0.0,0.0,0.0,1,1,38,903000,1,1,0,-3.353864259998286,0.19893672346921726
21,2895,14,9,8,2,4,321.6666666666667,206.78571428571428,1.5555555555555556,0.5595854922279793,0.2245250431778929,0.155440414507772,0.0,0.0604490500863557,0.2857142857142857,0.3571428571428571,0.1428571428571428,0.0,0.2142857142857142,0.0,0.2435233160621761,0.7564766839378239,0.0,0.0,1,0,54,149000,0,1,0,-0.4121447057719128,-0.31695210622566605
22,740,6,3,3,2,2,246.66666666666663,123.33333333333331,2.0,0.0,0.0,0.7297297297297297,0.0,0.2702702702702703,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.7297297297297297,0.2702702702702703,0.0,0.0,1,1,37,964000,1,1,0,-3.2246630978458453,0.18455092211450036
23,1550,10,4,3,2,2,387.5,155.0,2.5,0.0,0.4387096774193548,0.5612903225806452,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.7935483870967742,0.0,0.2064516129032258,0.0,0,0,66,731000,0,0,0,-1.9792350072562332,1.620602990229177
24,9100,49,22,13,4,5,413.6363636363636,185.7142857142857,2.227272727272727,0.1708791208791208,0.1285714285714285,0.4340659340659341,0.1758241758241758,0.0906593406593406,0.0816326530612244,0.2040816326530612,0.3265306122448979,0.0816326530612244,0.3061224489795918,0.0857142857142857,0.6329670329670329,0.1093406593406593,0.1719780219780219,0.0,1,0,30,404000,0,1,1,2.484612571314598,-0.8055697344425612
25,3880,12,5,5,3,4,776.0,323.3333333333333,2.4,0.4252577319587629,0.0695876288659793,0.2989690721649484,0.2061855670103092,0.0,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.0,0.0,0.7371134020618557,0.0695876288659793,0.1932989690721649,0.0,0,0,32,349000,0,0,0,-0.8792105016821313,-0.8649806427603665
26,4500,11,4,3,3,3,1125.0,409.09090909090907,2.75,0.5333333333333333,0.0,0.1,0.3666666666666666,0.0,0.5454545454545454,0.0,0.1818181818181818,0.2727272727272727,0.0,0.0,0.2666666666666666,0.2666666666666666,0.4666666666666667,0.0,1,1,39,436000,1,1,0,-1.0395841424279442,-0.28889687512569623
27,4990,18,8,8,3,4,623.75,277.22222222222223,2.25,0.1743486973947896,0.0300601202404809,0.0,0.7314629258517034,0.064128256513026,0.1666666666666666,0.0555555555555555,0.0,0.4444444444444444,0.3333333333333333,0.0,0.5551102204408818,0.3607214428857715,0.0841683366733467,0.0,0,0,49,163000,0,0,0,0.12484164271793903,-0.5102017060053466
28,15155,48,22,12,3,5,688.8636363636364,315.7291666666667,2.1818181818181817,0.3008907951171231,0.0722533817222039,0.2672385351369185,0.3563180468492247,0.0032992411745298,0.2708333333333333,0.1666666666666666,0.3333333333333333,0.2083333333333333,0.0208333333333333,0.0,0.6294952161002969,0.2484328604420983,0.1220719234576047,0.0,1,1,53,668000,1,1,1,2.847906308326469,0.9130263621331568
29,2315,10,6,6,2,3,385.8333333333333,231.5,1.6666666666666667,0.5961123110151187,0.0,0.3520518358531317,0.0,0.0518358531317494,0.5,0.0,0.3,0.0,0.2,0.0,0.2958963282937365,0.7041036717062635,0.0,0.0,1,0,56,241000,0,1,0,-1.273045536799851,0.17258980360472037
30,1490,5,3,3,2,2,496.6666666666667,298.0,1.6666666666666667,0.8389261744966443,0.1610738255033557,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.1610738255033557,0.8389261744966443,0.0,1,0,52,978000,0,1,0,-2.823414082376027,1.0603574328615275
31,3870,15,7,6,4,4,552.8571428571429,258.0,2.142857142857143,0.1627906976744186,0.1317829457364341,0.0,0.6589147286821705,0.0465116279069767,0.2,0.2666666666666666,0.0,0.3333333333333333,0.2,0.0697674418604651,0.7209302325581395,0.1627906976744186,0.0465116279069767,0.0,1,0,30,697000,0,1,0,-0.3986790921504637,-0.41009807629505857
32,13590,49,20,12,4,5,679.5,277.3469387755102,2.45,0.5640176600441501,0.0412067696835908,0.1857983811626195,0.1655629139072847,0.0434142752023546,0.3469387755102041,0.1428571428571428,0.1836734693877551,0.1020408163265306,0.2244897959183673,0.0,0.5066225165562914,0.2880794701986754,0.0986019131714495,0.1066961000735835,1,0,61,710000,0,1,1,2.681112747979889,1.4087628310274398
33,11980,51,22,14,4,5,544.5454545454545,234.90196078431373,2.3181818181818183,0.4841402337228714,0.0517529215358931,0.1986644407345576,0.1919866444073455,0.0734557595993322,0.2941176470588235,0.1176470588235294,0.1764705882352941,0.0980392156862745,0.3137254901960784,0.0459098497495826,0.5859766277128547,0.3301335559265442,0.0379799666110183,0.0,1,0,40,75000,0,1,1,2.782662143076188,-1.6021870965542215
34,5585,18,9,9,3,4,620.5555555555555,310.27777777777777,2.0,0.3625783348254252,0.0913160250671441,0.1700984780662489,0.3760071620411817,0.0,0.2777777777777778,0.2222222222222222,0.2222222222222222,0.2777777777777778,0.0,0.0,0.369740376007162,0.3706356311548791,0.2596239928379588,0.0,1,0,33,317000,0,1,0,0.3101999065679774,-0.8661981738519223
35,2600,10,4,4,2,4,650.0,260.0,2.5,0.3076923076923077,0.0,0.2884615384615384,0.3461538461538461,0.0576923076923076,0.2,0.0,0.3,0.2,0.3,0.0,0.3461538461538461,0.6538461538461539,0.0,0.0,1,1,39,283000,1,1,0,-1.5406755153087814,-0.6562972397401011
36,13970,50,21,14,5,5,665.2380952380952,279.4,2.380952380952381,0.4473872584108804,0.0708661417322834,0.1882605583392985,0.2755905511811024,0.0178954903364352,0.38,0.14,0.2,0.18,0.1,0.0300644237652111,0.6091624910522548,0.2140300644237652,0.1145311381531854,0.0322118826055833,1,0,31,868000,0,1,1,2.7714649900446084,-0.1161789355534811
37,2470,7,4,4,2,3,617.5,352.85714285714283,1.75,0.7165991902834008,0.0,0.1012145748987854,0.1821862348178137,0.0,0.7142857142857143,0.0,0.1428571428571428,0.1428571428571428,0.0,0.0,0.8178137651821862,0.0,0.0,0.1821862348178137,0,0,39,149000,0,0,0,-1.8628567822702176,-1.1808125974602324
38,3835,19,10,8,2,4,383.5,201.8421052631579,1.9,0.651890482398957,0.1434159061277705,0.1303780964797914,0.0,0.074315514993481,0.3684210526315789,0.2631578947368421,0.1052631578947368,0.0,0.2631578947368421,0.0,0.788787483702738,0.211212516297262,0.0,0.0,1,0,64,450000,0,1,0,0.1481874806514075,1.1555176863065229
39,3425,13,5,4,2,3,685.0,263.46153846153845,2.6,0.3211678832116788,0.2116788321167883,0.0,0.4671532846715328,0.0,0.1538461538461538,0.5384615384615384,0.0,0.3076923076923077,0.0,0.1182481751824817,0.8817518248175182,0.0,0.0,0.0,1,0,49,938000,0,1,0,-0.9385813526198129,0.8926328952034596
40,13160,43,21,10,3,5,626.6666666666666,306.04651162790697,2.0476190476190474,0.6664133738601824,0.0767477203647416,0.1272796352583586,0.1253799392097264,0.0041793313069908,0.5116279069767442,0.2325581395348837,0.1627906976744186,0.0697674418604651,0.0232558139534883,0.0,0.5835866261398176,0.1983282674772036,0.2180851063829787,0.0,1,0,28,455000,0,1,1,2.604164535595444,-0.8124775608042115
41,12715,43,21,17,4,5,605.4761904761905,295.69767441860466,2.0476190476190474,0.4769956744003146,0.1108926464805348,0.1053873377900118,0.3027919779787652,0.0039323633503735,0.3953488372093023,0.2790697674418604,0.1162790697674418,0.1860465116279069,0.0232558139534883,0.0920173023987416,0.6476602438065278,0.2390876917027133,0.0212347620920173,0.0,1,0,67,918000,0,1,1,2.5495370368742414,1.9535025191671322
42,2750,8,5,5,2,4,550.0,343.75,1.6,0.6,0.0,0.1818181818181818,0.2,0.0181818181818181,0.5,0.0,0.25,0.125,0.125,0.3272727272727272,0.6727272727272727,0.0,0.0,0.0,1,0,39,179000,0,1,0,-1.4787664964080398,-1.0251947389875562
43,2290,8,5,5,2,3,458.0,286.25,1.6,0.6069868995633187,0.0655021834061135,0.3275109170305676,0.0,0.0,0.5,0.125,0.375,0.0,0.0,0.0,0.8296943231441049,0.1703056768558952,0.0,0.0,0,0,48,597000,0,0,0,-1.6581034006173896,0.4550492057515583
44,3860,15,8,8,3,5,482.5,257.3333333333333,1.875,0.0647668393782383,0.0932642487046632,0.2694300518134715,0.5440414507772021,0.0284974093264248,0.0666666666666666,0.2,0.2666666666666666,0.3333333333333333,0.1333333333333333,0.0,0.6735751295336787,0.2979274611398964,0.0284974093264248,0.0,1,1,66,783000,1,1,0,-0.28605846054685685,1.7139250133260253
45,2150,8,4,4,2,3,537.5,268.75,2.0,0.0,0.1813953488372093,0.0,0.7674418604651163,0.0511627906976744,0.0,0.375,0.0,0.375,0.25,0.0,0.8744186046511628,0.1255813953488372,0.0,0.0,1,0,55,404000,0,1,0,-1.892158365010232,0.5274699751628686
46,2305,8,4,4,2,2,576.25,288.125,2.0,0.4468546637744034,0.0,0.5531453362255966,0.0,0.0,0.375,0.0,0.625,0.0,0.0,0.0,0.8806941431670282,0.1193058568329718,0.0,0.0,1,1,54,331000,1,1,0,-1.8316765497691723,0.3112348445799171
47,3430,15,7,6,3,4,490.0,228.66666666666663,2.142857142857143,0.0,0.1020408163265306,0.2536443148688047,0.5830903790087464,0.0612244897959183,0.0,0.2,0.2,0.3333333333333333,0.2666666666666666,0.0,0.1778425655976676,0.1020408163265306,0.7201166180758017,0.0,1,1,52,151000,1,1,0,-0.4554017698878397,-0.4169536026161272
48,1620,7,3,4,3,3,540.0,231.42857142857144,2.333333333333333,0.5061728395061729,0.0,0.4629629629629629,0.0,0.0308641975308641,0.4285714285714285,0.0,0.4285714285714285,0.0,0.1428571428571428,0.2469135802469135,0.2592592592592592,0.4938271604938271,0.0,0.0,1,0,38,823000,0,1,0,-2.4791982736578824,0.13570658562406301
49,2720,6,4,3,2,2,680.0,453.3333333333333,1.5,0.5955882352941176,0.0,0.0,0.4044117647058823,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.5698529411764706,0.4301470588235294,0.0,0.0,0,0,59,406000,0,0,0,-1.9448292074447373,0.7620600611949229
50,12790,50,21,16,4,5,609.047619047619,255.8,2.380952380952381,0.5152462861610634,0.1004691164972634,0.0938232994526974,0.2619233776387803,0.0285379202501954,0.4,0.22,0.1,0.14,0.14,0.0078186082877247,0.5727130570758405,0.3326817826426896,0.0867865519937451,0.0,1,1,45,547000,1,1,1,2.7120862652082134,0.2947362485214594
51,2075,5,3,3,3,3,691.6666666666666,415.0,1.6666666666666667,0.7951807228915663,0.0650602409638554,0.1397590361445783,0.0,0.0,0.6,0.2,0.2,0.0,0.0,0.0,0.7951807228915663,0.0650602409638554,0.1397590361445783,0.0,1,0,63,337000,0,1,0,-2.5356610739104517,0.8239119872582441
52,4160,19,10,8,4,4,416.0,218.94736842105263,1.9,0.4146634615384615,0.1766826923076923,0.3725961538461538,0.0,0.0360576923076923,0.2105263157894736,0.3157894736842105,0.3157894736842105,0.0,0.1578947368421052,0.0360576923076923,0.2644230769230769,0.4891826923076923,0.2103365384615384,0.0,1,0,58,432000,0,1,0,0.21450802479763179,0.7867317168639331
53,3820,15,7,7,3,4,545.7142857142857,254.66666666666663,2.142857142857143,0.2094240837696335,0.2120418848167539,0.4345549738219895,0.143979057591623,0.0,0.1333333333333333,0.4,0.4,0.0666666666666666,0.0,0.0,0.7277486910994765,0.193717277486911,0.0,0.0785340314136125,1,0,61,609000,0,1,0,-0.4114931259472839,1.2260090705280104
54,12550,44,20,13,5,5,627.5,285.22727272727275,2.2,0.3139442231075697,0.0808764940239043,0.2410358565737052,0.350597609561753,0.0135458167330677,0.2954545454545454,0.1818181818181818,0.2727272727272727,0.1818181818181818,0.0681818181818181,0.0322709163346613,0.696812749003984,0.1083665338645418,0.095617529880478,0.0669322709163346,1,0,37,84000,0,1,1,2.5838069205336125,-1.6800201232788596
55,3505,11,6,5,4,2,584.1666666666666,318.6363636363636,1.8333333333333333,0.8858773181169758,0.0,0.0,0.1141226818830242,0.0,0.9090909090909092,0.0,0.0,0.0909090909090909,0.0,0.2225392296718973,0.2938659058487874,0.2567760342368045,0.2268188302425107,0.0,1,0,51,632000,0,1,0,-0.8909601330430608,0.6866251463845804
56,2315,9,4,4,4,3,578.75,257.22222222222223,2.25,0.6868250539956804,0.1943844492440604,0.1187904967602591,0.0,0.0,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.0,0.0,0.1187904967602591,0.5053995680345572,0.1814254859611231,0.0,0.1943844492440604,1,1,39,327000,1,1,0,-1.7256836266820483,-0.5427954373325881
57,2145,14,5,5,3,4,429.0,153.21428571428572,2.8,0.3496503496503496,0.1888111888111888,0.3146853146853147,0.0,0.1468531468531468,0.1428571428571428,0.2142857142857142,0.2142857142857142,0.0,0.4285714285714285,0.0,0.3496503496503496,0.3356643356643357,0.3146853146853147,0.0,1,1,27,945000,1,1,0,-1.2371874921355188,-0.35355717215838
58,11080,45,21,14,3,5,527.6190476190476,246.22222222222223,2.142857142857143,0.2283393501805054,0.0636281588447653,0.16471119133574,0.4693140794223827,0.0740072202166065,0.1777777777777777,0.1111111111111111,0.1555555555555555,0.2222222222222222,0.3333333333333333,0.0,0.6611010830324909,0.2305956678700361,0.1083032490974729,0.0,1,1,37,681000,1,1,1,2.49763533319206,0.017393832117749464
59,16640,47,22,13,5,4,756.3636363636364,354.0425531914894,2.136363636363636,0.7581129807692307,0.0,0.0886418269230769,0.1412259615384615,0.0120192307692307,0.6808510638297872,0.0,0.1276595744680851,0.1063829787234042,0.0851063829787234,0.0504807692307692,0.5486778846153846,0.2025240384615384,0.1442307692307692,0.0540865384615384,1,0,56,969000,0,1,1,2.8910084788341823,1.3867674528690643
60,3570,18,10,7,2,5,357.0,198.33333333333331,1.8,0.0588235294117647,0.1540616246498599,0.2885154061624649,0.4481792717086835,0.0504201680672268,0.0555555555555555,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.1666666666666666,0.0,0.8487394957983193,0.1512605042016806,0.0,0.0,1,1,38,332000,1,1,0,0.05742922923094858,-0.5584014688914277
61,11625,47,22,14,4,5,528.4090909090909,247.3404255319149,2.136363636363636,0.4404301075268817,0.0748387096774193,0.316989247311828,0.1376344086021505,0.0301075268817204,0.2765957446808511,0.2127659574468085,0.2978723404255319,0.0851063829787234,0.1276595744680851,0.086021505376344,0.6550537634408602,0.224516129032258,0.0344086021505376,0.0,1,1,39,232000,1,1,1,2.652365950744089,-0.7424516949837402
62,2355,10,5,5,2,3,471.0,235.5,2.0,0.4989384288747346,0.0,0.4373673036093418,0.0,0.0636942675159235,0.3,0.0,0.4,0.0,0.3,0.0,0.5966029723991507,0.4033970276008493,0.0,0.0,1,0,28,725000,0,1,0,-1.4485316218379987,-0.511679990141302
63,12135,42,21,14,5,5,577.8571428571429,288.92857142857144,2.0,0.5315203955500618,0.1236093943139678,0.0902348578491965,0.2348578491965389,0.0197775030902348,0.4047619047619047,0.2619047619047619,0.0952380952380952,0.1428571428571428,0.0952380952380952,0.0247218788627935,0.6563658838071693,0.2224969097651421,0.07663782447466,0.0197775030902348,1,1,27,628000,1,1,1,2.5099794672568847,-0.6094805212675201
64,3465,16,7,7,3,3,495.0,216.5625,2.2857142857142856,0.3261183261183261,0.1240981240981241,0.5497835497835498,0.0,0.0,0.3125,0.25,0.4375,0.0,0.0,0.0,0.8095238095238095,0.0,0.0461760461760461,0.1443001443001443,1,0,39,270000,0,1,0,-0.40390275167166023,-0.6764298629673207
65,4980,22,9,8,2,5,553.3333333333334,226.3636363636364,2.4444444444444446,0.5622489959839357,0.0903614457831325,0.1907630522088353,0.0903614457831325,0.0662650602409638,0.3636363636363636,0.1363636363636363,0.1818181818181818,0.0454545454545454,0.2727272727272727,0.0,0.5040160642570282,0.4959839357429719,0.0,0.0,0,0,56,901000,0,0,0,0.3660366086281771,1.275791465290001
66,4185,20,8,6,3,3,523.125,209.25,2.5,0.4778972520908005,0.2831541218637993,0.2389486260454002,0.0,0.0,0.3,0.5,0.2,0.0,0.0,0.0,0.4755077658303465,0.3954599761051374,0.1290322580645161,0.0,1,0,39,159000,0,1,0,0.08347896603442305,-1.098118959789542
67,12165,49,23,18,3,5,528.9130434782609,248.26530612244895,2.130434782608696,0.3329223181257706,0.0998766954377312,0.2868886148787505,0.2342786683107275,0.0460337032470201,0.2040816326530612,0.2040816326530612,0.2653061224489796,0.1224489795918367,0.2040816326530612,0.0,0.6888614878750514,0.2741471434443074,0.0369913686806411,0.0,0,0,29,448000,0,0,1,2.7554539664038913,-0.7689101026922682
68,1590,5,4,3,2,2,397.5,318.0,1.25,0.6352201257861635,0.0,0.3647798742138364,0.0,0.0,0.6,0.0,0.4,0.0,0.0,0.0,0.3647798742138364,0.6352201257861635,0.0,0.0,1,1,47,698000,1,1,0,-2.524580513575802,0.5100105189844704
69,10370,42,20,13,4,5,518.5,246.9047619047619,2.1,0.6663452266152362,0.1171648987463838,0.079556412729026,0.0771456123432979,0.0597878495660559,0.4047619047619047,0.2142857142857142,0.0714285714285714,0.0476190476190476,0.2619047619047619,0.0,0.6726133076181292,0.1851494696239151,0.1046287367405978,0.0376084860173577,0,0,58,110000,0,0,1,2.3791559395737925,-0.28383972147256065
70,12845,45,23,11,5,5,558.4782608695652,285.44444444444446,1.9565217391304348,0.6228104320747373,0.0809653561697158,0.1420786298170494,0.1284546516154145,0.0256909303230829,0.4444444444444444,0.2,0.1555555555555555,0.0666666666666666,0.1333333333333333,0.1611521992993382,0.4153367068898404,0.217983651226158,0.141300116776956,0.0642273258077072,1,0,43,584000,0,1,1,2.7094686694043526,0.23610896555191102
71,14900,48,21,16,3,5,709.5238095238095,310.4166666666667,2.2857142857142856,0.6305369127516779,0.1218120805369127,0.1026845637583892,0.1375838926174496,0.0073825503355704,0.4583333333333333,0.2916666666666667,0.125,0.0833333333333333,0.0416666666666666,0.0,0.6469798657718121,0.2006711409395973,0.1523489932885906,0.0,1,0,49,109000,0,1,1,2.838680836508804,-0.7862892236149556
72,11105,40,19,13,4,5,584.4736842105264,277.625,2.1052631578947367,0.6186402521386762,0.0414227825303917,0.2116163890139576,0.0810445745159837,0.0472760018009905,0.4,0.1,0.225,0.05,0.225,0.045024763619991,0.4939216569113012,0.3178748311571364,0.1431787483115713,0.0,1,0,62,998000,0,1,1,2.273925947604787,1.733971636794198
73,3150,11,5,5,1,4,630.0,286.3636363636364,2.2,0.0,0.1285714285714285,0.3301587301587301,0.5238095238095238,0.0174603174603174,0.0,0.2727272727272727,0.3636363636363636,0.2727272727272727,0.0909090909090909,0.0,1.0,0.0,0.0,0.0,0,0,30,222000,0,0,0,-1.105380250899217,-1.3516257944313903
74,5195,19,7,6,1,4,742.1428571428571,273.42105263157896,2.7142857142857144,0.4475457170356112,0.1385948026948989,0.1828681424446583,0.2309913378248315,0.0,0.3157894736842105,0.3157894736842105,0.2105263157894736,0.1578947368421052,0.0,0.0,1.0,0.0,0.0,0.0,1,1,37,987000,1,1,0,0.031711419567937035,0.27659733374868883
75,5635,17,7,7,3,4,805.0,331.47058823529414,2.4285714285714284,0.3655723158828748,0.0,0.2519964507542147,0.3726708074534161,0.0097604259094942,0.3529411764705882,0.0,0.2941176470588235,0.2941176470588235,0.0588235294117647,0.0,0.5634427684117125,0.1597160603371783,0.0,0.2768411712511091,1,0,28,673000,0,1,0,0.00898478184496536,-0.5397194588154154
76,4925,17,9,8,3,3,547.2222222222222,289.7058823529412,1.8888888888888888,0.8071065989847716,0.0,0.1685279187817258,0.0,0.0243654822335025,0.7058823529411765,0.0,0.1764705882352941,0.0,0.1176470588235294,0.0,0.5492385786802031,0.4,0.0507614213197969,0.0,0,0,64,913000,0,0,0,0.12456309122980685,1.735383662811428
77,3615,11,7,7,4,3,516.4285714285714,328.6363636363636,1.5714285714285714,0.4993084370677731,0.0,0.0,0.4840940525587828,0.0165975103734439,0.5454545454545454,0.0,0.0,0.3636363636363636,0.0909090909090909,0.1742738589211618,0.3250345781466113,0.3900414937759336,0.1106500691562932,0.0,1,1,67,443000,1,1,0,-0.7180015741547615,1.3021346442824897
